Id	Code	Province	County	City
20559	65673	MO	Taney	Hollister
20560	65674	MO	Polk	Humansville
20561	65675	MO	Stone	Hurley
20562	65676	MO	Ozark	Isabella
20563	65679	MO	Taney	Kirbyville
20564	65680	MO	Taney	Kissee Mills
20565	65681	MO	Stone	Lampe
20566	65682	MO	Dade	Lockwood
20567	65685	MO	Dallas	Louisburg
20568	65686	MO	Stone	Kimberling City
20569	65688	MO	Howell	Brandsville
20570	65689	MO	Texas	Cabool
20571	65690	MO	Oregon	Couch
20572	65692	MO	Oregon	Koshkonong
20573	65701	MO	Douglas	McClurg
20574	65702	MO	Wright	Macomb
20575	65704	MO	Wright	Mansfield
20576	65705	MO	Lawrence	Marionville
20577	65706	MO	Webster	Marshfield
20578	65707	MO	Lawrence	Miller
20579	65708	MO	Barry	Monett
20580	65710	MO	Polk	Morrisville
20581	65711	MO	Wright	Mountain Grove
20582	65712	MO	Lawrence	Mount Vernon
20583	65713	MO	Webster	Niangua
20584	65714	MO	Christian	Nixa
20585	65715	MO	Ozark	Noble
20586	65717	MO	Wright	Norwood
20587	65720	MO	Christian	Oldfield
20588	65721	MO	Christian	Ozark
20589	65722	MO	Laclede	Phillipsburg
20590	65723	MO	Lawrence	Pierce City
20591	65724	MO	Hickory	Pittsburg
20592	65725	MO	Greene	Pleasant Hope
20593	65726	MO	Taney	Point Lookout
20594	65727	MO	Polk	Polk
20595	65728	MO	Stone	Ponce De Leon
20596	65729	MO	Ozark	Pontiac
20597	65730	MO	McDonald	Powell
20598	65731	MO	Taney	Powersite
20599	65732	MO	Hickory	Preston
20600	65733	MO	Taney	Protem
20601	65734	MO	Barry	Purdy
20602	65735	MO	Hickory	Quincy
20603	65737	MO	Stone	Reeds Spring
20604	65738	MO	Greene	Republic
20605	65739	MO	Taney	Ridgedale
20606	65740	MO	Taney	Rockaway Beach
20607	65741	MO	Ozark	Rockbridge
20608	65742	MO	Webster	Rogersville
20609	65744	MO	Taney	Rueter
20610	65745	MO	Barry	Seligman
20611	65746	MO	Webster	Seymour
20612	65747	MO	Barry	Shell Knob
20613	65752	MO	Dade	South Greenfield
20614	65753	MO	Christian	Sparta
20615	65754	MO	Christian	Spokane
20616	65755	MO	Douglas	Squires
20617	65756	MO	Lawrence	Stotts City
20618	65757	MO	Greene	Strafford
20619	65759	MO	Taney	Taneyville
20620	65760	MO	Ozark	Tecumseh
20621	65761	MO	Ozark	Theodosia
20622	65762	MO	Ozark	Thornfield
20623	65764	MO	Dallas	Tunas
20624	65765	MO	Greene	Turners
20625	65766	MO	Ozark	Udall
20626	65767	MO	Dallas	Urbana
20627	65768	MO	Douglas	Vanzant
20628	65769	MO	Lawrence	Verona
20629	65770	MO	Greene	Walnut Grove
20630	65771	MO	Taney	Walnut Shade
20631	65772	MO	Barry	Washburn
20632	65773	MO	Ozark	Wasola
20633	65774	MO	Hickory	Weaubleau
20634	65775	MO	Howell	West Plains
20635	65776	MO	Howell	South Fork
20636	65777	MO	Howell	Moody
20637	65778	MO	Oregon	Myrtle
20638	65779	MO	Hickory	Wheatland
20639	65781	MO	Greene	Willard
20640	65783	MO	Dallas	Windyville
20641	65784	MO	Ozark	Zanoni
20642	65785	MO	Cedar	Stockton
20643	65786	MO	Camden	Macks Creek
20644	65787	MO	Camden	Roach
20645	65788	MO	Howell	Peace Valley
20646	65789	MO	Howell	Pomona
20647	65790	MO	Howell	Pottersville
20648	65791	MO	Oregon	Thayer
20649	65793	MO	Howell	Willow Springs
20650	65801	MO	Greene	Springfield
20651	65802	MO	Greene	Springfield
20652	65803	MO	Greene	Springfield
20653	65804	MO	Greene	Springfield
20654	65805	MO	Greene	Springfield
20655	65806	MO	Greene	Springfield
20656	65807	MO	Greene	Springfield
20657	65808	MO	Greene	Springfield
20658	65809	MO	Greene	Springfield
20659	65810	MO	Greene	Springfield
20660	65814	MO	Greene	Springfield
20661	65817	MO	Greene	Springfield
20662	65890	MO	Greene	Springfield
20663	65897	MO	Greene	Springfield
20664	65898	MO	Greene	Springfield
20665	65899	MO	Greene	Springfield
20666	38601	MS	Lafayette	Abbeville
20667	38602	MS	Tate	Arkabutla
20668	38603	MS	Benton	Ashland
20669	38606	MS	Panola	Batesville
20670	38609	MS	Quitman	Belen
20671	38610	MS	Tippah	Blue Mountain
20672	38611	MS	Marshall	Byhalia
20673	38614	MS	Coahoma	Clarksdale
20674	38617	MS	Coahoma	Coahoma
20675	38618	MS	Tate	Coldwater
20676	38619	MS	Panola	Como
20677	38620	MS	Panola	Courtland
20678	38621	MS	Panola	Crenshaw
20679	38622	MS	Quitman	Crowder
20680	38623	MS	Quitman	Darling
20681	38625	MS	Tippah	Dumas
20682	38626	MS	Tunica	Dundee
20683	38627	MS	Union	Etta
20684	38628	MS	Quitman	Falcon
20685	38629	MS	Tippah	Falkner
20686	38630	MS	Coahoma	Farrell
20687	38631	MS	Coahoma	Friars Point
20688	38632	MS	Desoto	Hernando
20689	38633	MS	Benton	Hickory Flat
20690	38634	MS	Marshall	Holly Springs
20691	38635	MS	Marshall	Holly Springs
20692	38637	MS	Desoto	Horn Lake
20693	38638	MS	Tate	Independence
20694	38639	MS	Coahoma	Jonestown
20695	38641	MS	Desoto	Lake Cormorant
20696	38642	MS	Marshall	Lamar
20697	38643	MS	Quitman	Lambert
20698	38644	MS	Coahoma	Lula
20699	38645	MS	Coahoma	Lyon
20700	38646	MS	Quitman	Marks
20701	38647	MS	Benton	Michigan City
20702	38649	MS	Marshall	Mount Pleasant
20703	38650	MS	Union	Myrtle
20704	38651	MS	Desoto	Nesbit
20705	38652	MS	Union	New Albany
20706	38654	MS	Desoto	Olive Branch
20707	38655	MS	Lafayette	Oxford
20708	38658	MS	Panola	Pope
20709	38659	MS	Marshall	Potts Camp
20710	38661	MS	Marshall	Red Banks
20711	38663	MS	Tippah	Ripley
20712	38664	MS	Tunica	Robinsonville
20713	38665	MS	Panola	Sarah
20714	38666	MS	Panola	Sardis
20715	38668	MS	Tate	Senatobia
20716	38669	MS	Coahoma	Sherard
20717	38670	MS	Tunica	Sledge
20718	38671	MS	Desoto	Southaven
20719	38672	MS	Desoto	Southaven
20720	38673	MS	Lafayette	Taylor
20721	38674	MS	Tippah	Tiplersville
20722	38675	MS	Lafayette	Tula
20723	38676	MS	Tunica	Tunica
20724	38677	MS	Lafayette	University
20725	38679	MS	Marshall	Victoria
20726	38680	MS	Desoto	Walls
20727	38683	MS	Tippah	Walnut
20728	38685	MS	Marshall	Waterford
20729	38686	MS	Desoto	Walls
20730	38701	MS	Washington	Greenville
20731	38702	MS	Washington	Greenville
20732	38703	MS	Washington	Greenville
20733	38704	MS	Washington	Greenville
20734	38720	MS	Bolivar	Alligator
20735	38721	MS	Sharkey	Anguilla
20736	38722	MS	Washington	Arcola
20737	38723	MS	Washington	Avon
20738	38725	MS	Bolivar	Benoit
20739	38726	MS	Bolivar	Beulah
20740	38730	MS	Bolivar	Boyle
20741	38731	MS	Washington	Chatham
20742	38732	MS	Bolivar	Cleveland
20743	38733	MS	Bolivar	Cleveland
20744	38736	MS	Sunflower	Doddsville
20745	38737	MS	Sunflower	Drew
20746	38738	MS	Sunflower	Parchman
20747	38739	MS	Coahoma	Dublin
20748	38740	MS	Bolivar	Duncan
20749	38744	MS	Washington	Glen Allan
20750	38745	MS	Issaquena	Grace
20751	38746	MS	Bolivar	Gunnison
20752	38748	MS	Washington	Hollandale
20753	38749	MS	Sunflower	Holly Ridge
20754	38751	MS	Sunflower	Indianola
20755	38753	MS	Sunflower	Inverness
20756	38754	MS	Humphreys	Isola
20757	38756	MS	Washington	Leland
20758	38759	MS	Bolivar	Merigold
20759	38760	MS	Washington	Metcalfe
20760	38761	MS	Sunflower	Moorhead
20761	38762	MS	Bolivar	Mound Bayou
20762	38764	MS	Bolivar	Pace
20763	38765	MS	Sharkey	Panther Burn
20764	38767	MS	Coahoma	Rena Lara
20765	38768	MS	Sunflower	Rome
20766	38769	MS	Bolivar	Rosedale
20767	38771	MS	Sunflower	Ruleville
20768	38772	MS	Bolivar	Scott
20769	38773	MS	Bolivar	Shaw
20770	38774	MS	Bolivar	Shelby
20771	38776	MS	Washington	Stoneville
20772	38778	MS	Sunflower	Sunflower
20773	38780	MS	Washington	Wayside
20774	38781	MS	Bolivar	Winstonville
20775	38782	MS	Washington	Winterville
20776	38801	MS	Lee	Tupelo
20777	38802	MS	Lee	Tupelo
20778	38803	MS	Lee	Tupelo
20779	38804	MS	Lee	Tupelo
20780	38820	MS	Pontotoc	Algoma
20781	38821	MS	Monroe	Amory
20782	38824	MS	Lee	Baldwyn
20783	38825	MS	Monroe	Becker
20784	38826	MS	Lee	Belden
20785	38827	MS	Tishomingo	Belmont
20786	38828	MS	Union	Blue Springs
20787	38829	MS	Prentiss	Booneville
20788	38833	MS	Tishomingo	Burnsville
20789	38834	MS	Alcorn	Corinth
20790	38835	MS	Alcorn	Corinth
20791	38838	MS	Tishomingo	Dennis
20792	38839	MS	Calhoun	Derma
20793	38841	MS	Pontotoc	Ecru
20794	38843	MS	Itawamba	Fulton
20795	38844	MS	Monroe	Gattman
20796	38846	MS	Alcorn	Glen
20797	38847	MS	Itawamba	Golden
20798	38848	MS	Monroe	Greenwood Springs
20799	38849	MS	Lee	Guntown
20800	38850	MS	Chickasaw	Houlka
20801	38851	MS	Chickasaw	Houston
20802	38852	MS	Tishomingo	Iuka
20803	38855	MS	Itawamba	Mantachie
20804	38856	MS	Prentiss	Marietta
20805	38857	MS	Lee	Mooreville
20806	38858	MS	Itawamba	Nettleton
20807	38859	MS	Prentiss	New Site
20808	38860	MS	Chickasaw	Okolona
20809	38862	MS	Lee	Plantersville
20810	38863	MS	Pontotoc	Pontotoc
20811	38864	MS	Pontotoc	Randolph
20812	38865	MS	Alcorn	Rienzi
20813	38866	MS	Lee	Saltillo
20814	38868	MS	Lee	Shannon
20815	38869	MS	Pontotoc	Sherman
20816	38870	MS	Monroe	Smithville
20817	38871	MS	Pontotoc	Thaxton
20818	38873	MS	Tishomingo	Tishomingo
20819	38874	MS	Lafayette	Toccopola
20820	38875	MS	Chickasaw	Trebloc
20821	38876	MS	Itawamba	Tremont
20822	38877	MS	Chickasaw	Van Vleet
20823	38878	MS	Calhoun	Vardaman
20824	38879	MS	Lee	Verona
20825	38880	MS	Prentiss	Wheeler
20826	38901	MS	Grenada	Grenada
20827	38902	MS	Grenada	Grenada
20828	38913	MS	Calhoun	Banner
20829	38914	MS	Calhoun	Big Creek
20830	38915	MS	Calhoun	Bruce
20831	38916	MS	Calhoun	Calhoun City
20832	38917	MS	Carroll	Carrollton
20833	38920	MS	Tallahatchie	Cascilla
20834	38921	MS	Tallahatchie	Charleston
20835	38922	MS	Yalobusha	Coffeeville
20836	38923	MS	Carroll	Coila
20837	38924	MS	Holmes	Cruger
20838	38925	MS	Montgomery	Duck Hill
20839	38926	MS	Grenada	Elliott
20840	38927	MS	Tallahatchie	Enid
20841	38928	MS	Tallahatchie	Glendora
20842	38929	MS	Grenada	Gore Springs
20843	38930	MS	Leflore	Greenwood
20844	38935	MS	Leflore	Greenwood
20845	38940	MS	Grenada	Holcomb
20846	38941	MS	Leflore	Itta Bena
20847	38943	MS	Carroll	McCarley
20848	38944	MS	Leflore	Minter City
20849	38945	MS	Leflore	Money
20850	38946	MS	Leflore	Morgan City
20851	38947	MS	Carroll	North Carrollton
20852	38948	MS	Yalobusha	Oakland
20853	38949	MS	Lafayette	Paris
20854	38950	MS	Tallahatchie	Philipp
20855	38951	MS	Calhoun	Pittsboro
20856	38952	MS	Leflore	Schlater
20857	38953	MS	Yalobusha	Scobey
20858	38954	MS	Carroll	Sidon
20859	38955	MS	Calhoun	Slate Spring
20860	38957	MS	Tallahatchie	Sumner
20861	38958	MS	Tallahatchie	Swan Lake
20862	38959	MS	Leflore	Swiftown
20863	38960	MS	Grenada	Tie Plant
20864	38961	MS	Yalobusha	Tillatoba
20865	38962	MS	Tallahatchie	Tippo
20866	38963	MS	Tallahatchie	Tutwiler
20867	38964	MS	Quitman	Vance
20868	38965	MS	Yalobusha	Water Valley
20869	38966	MS	Tallahatchie	Webb
20870	38967	MS	Montgomery	Winona
20871	39038	MS	Humphreys	Belzoni
20872	39039	MS	Yazoo	Benton
20873	39040	MS	Yazoo	Bentonia
20874	39041	MS	Hinds	Bolton
20875	39042	MS	Rankin	Brandon
20876	39043	MS	Rankin	Brandon
20877	39044	MS	Simpson	Braxton
20878	39045	MS	Madison	Camden
20879	39046	MS	Madison	Canton
20880	39047	MS	Rankin	Brandon
20881	39051	MS	Leake	Carthage
20882	39054	MS	Sharkey	Cary
20883	39056	MS	Hinds	Clinton
20884	39057	MS	Newton	Conehatta
20885	39058	MS	Hinds	Clinton
20886	39059	MS	Copiah	Crystal Springs
20887	39060	MS	Hinds	Clinton
20888	39061	MS	Sharkey	Delta City
20889	39062	MS	Simpson	D Lo
20890	39063	MS	Holmes	Durant
20891	39066	MS	Hinds	Edwards
20892	39067	MS	Attala	Ethel
20893	39069	MS	Jefferson	Fayette
20894	39071	MS	Madison	Flora
20895	39072	MS	Hinds	Pocahontas
20896	39073	MS	Rankin	Florence
20897	39074	MS	Scott	Forest
20898	39077	MS	Copiah	Gallman
20899	39078	MS	Copiah	Georgetown
20900	39079	MS	Holmes	Goodman
20901	39080	MS	Scott	Harperville
20902	39081	MS	Jefferson	Harriston
20903	39082	MS	Simpson	Harrisville
20904	39083	MS	Copiah	Hazlehurst
20905	39086	MS	Claiborne	Hermanville
20906	39087	MS	Scott	Hillsboro
20907	39088	MS	Yazoo	Holly Bluff
20908	39090	MS	Attala	Kosciusko
20909	39092	MS	Scott	Lake
20910	39094	MS	Leake	Lena
20911	39095	MS	Holmes	Lexington
20912	39096	MS	Jefferson	Lorman
20913	39097	MS	Humphreys	Louise
20914	39098	MS	Scott	Ludlow
20915	39107	MS	Attala	McAdams
20916	39108	MS	Attala	McCool
20917	39109	MS	Leake	Madden
20918	39110	MS	Madison	Madison
20919	39111	MS	Simpson	Magee
20920	39113	MS	Issaquena	Mayersville
20921	39114	MS	Simpson	Mendenhall
20922	39115	MS	Humphreys	Midnight
20923	39116	MS	Smith	Mize
20924	39117	MS	Scott	Morton
20925	39119	MS	Covington	Mount Olive
20926	39120	MS	Adams	Natchez
20927	39121	MS	Adams	Natchez
20928	39122	MS	Adams	Natchez
20929	39130	MS	Madison	Madison
20930	39140	MS	Lawrence	Newhebron
20931	39144	MS	Claiborne	Pattison
20932	39145	MS	Rankin	Pelahatchie
20933	39146	MS	Holmes	Pickens
20934	39148	MS	Rankin	Piney Woods
20935	39149	MS	Simpson	Pinola
20936	39150	MS	Claiborne	Port Gibson
20937	39151	MS	Rankin	Puckett
20938	39152	MS	Scott	Pulaski
20939	39153	MS	Smith	Raleigh
20940	39154	MS	Hinds	Raymond
20941	39156	MS	Warren	Redwood
20942	39157	MS	Madison	Ridgeland
20943	39158	MS	Madison	Ridgeland
20944	39159	MS	Sharkey	Rolling Fork
20945	39160	MS	Attala	Sallis
20946	39161	MS	Rankin	Sandhill
20947	39162	MS	Yazoo	Satartia
20948	39163	MS	Madison	Sharon
20949	39165	MS	Adams	Sibley
20950	39166	MS	Humphreys	Silver City
20951	39167	MS	Rankin	Star
20952	39168	MS	Smith	Taylorsville
20953	39169	MS	Holmes	Tchula
20954	39170	MS	Hinds	Terry
20955	39171	MS	Leake	Thomastown
20956	39173	MS	Yazoo	Tinsley
20957	39174	MS	Hinds	Tougaloo
20958	39175	MS	Hinds	Utica
20959	39176	MS	Carroll	Vaiden
20960	39177	MS	Issaquena	Valley Park
20961	39179	MS	Yazoo	Vaughan
20962	39180	MS	Warren	Vicksburg
20963	39181	MS	Warren	Vicksburg
20964	39182	MS	Warren	Vicksburg
20965	39183	MS	Warren	Vicksburg
20966	39189	MS	Leake	Walnut Grove
20967	39190	MS	Adams	Washington
20968	39191	MS	Copiah	Wesson
20969	39192	MS	Holmes	West
20970	39193	MS	Rankin	Whitfield
20971	39194	MS	Yazoo	Yazoo City
20972	39201	MS	Hinds	Jackson
20973	39202	MS	Hinds	Jackson
20974	39203	MS	Hinds	Jackson
20975	39204	MS	Hinds	Jackson
20976	39205	MS	Hinds	Jackson
20977	39206	MS	Hinds	Jackson
20978	39207	MS	Hinds	Jackson
20979	39208	MS	Rankin	Pearl
20980	39209	MS	Hinds	Jackson
20981	39210	MS	Hinds	Jackson
20982	39211	MS	Hinds	Jackson
20983	39212	MS	Hinds	Jackson
20984	39213	MS	Hinds	Jackson
20985	39215	MS	Hinds	Jackson
20986	39216	MS	Hinds	Jackson
20987	39217	MS	Hinds	Jackson
20988	39218	MS	Rankin	Richland
20989	39225	MS	Hinds	Jackson
20990	39232	MS	Rankin	Flowood
20991	39235	MS	Hinds	Jackson
20992	39236	MS	Hinds	Jackson
20993	39250	MS	Hinds	Jackson
20994	39269	MS	Hinds	Jackson
20995	39271	MS	Hinds	Jackson
20996	39272	MS	Hinds	Byram
20997	39282	MS	Hinds	Jackson
20998	39283	MS	Hinds	Jackson
20999	39284	MS	Hinds	Jackson
21000	39286	MS	Hinds	Jackson
21001	39288	MS	Rankin	Pearl
21002	39289	MS	Hinds	Jackson
21003	39296	MS	Hinds	Jackson
21004	39298	MS	Rankin	Jackson
21005	39301	MS	Lauderdale	Meridian
21006	39302	MS	Lauderdale	Meridian
21007	39303	MS	Lauderdale	Meridian
21008	39304	MS	Lauderdale	Meridian
21009	39305	MS	Lauderdale	Meridian
21010	39307	MS	Lauderdale	Meridian
21011	39309	MS	Lauderdale	Meridian
21012	39320	MS	Lauderdale	Bailey
21013	39322	MS	Wayne	Buckatunna
21014	39323	MS	Newton	Chunky
21015	39324	MS	Wayne	Clara
21016	39325	MS	Lauderdale	Collinsville
21017	39326	MS	Lauderdale	Daleville
21018	39327	MS	Newton	Decatur
21019	39328	MS	Kemper	De Kalb
21020	39330	MS	Clarke	Enterprise
21021	39332	MS	Newton	Hickory
21022	39335	MS	Lauderdale	Lauderdale
21023	39336	MS	Newton	Lawrence
21024	39337	MS	Newton	Little Rock
21025	39338	MS	Jasper	Louin
21026	39339	MS	Winston	Louisville
21027	39341	MS	Noxubee	Macon
21028	39342	MS	Lauderdale	Marion
21029	39345	MS	Newton	Newton
21030	39346	MS	Winston	Noxapater
21031	39347	MS	Clarke	Pachuta
21032	39348	MS	Jasper	Paulding
21033	39350	MS	Neshoba	Philadelphia
21034	39352	MS	Kemper	Porterville
21035	39354	MS	Kemper	Preston
21036	39355	MS	Clarke	Quitman
21037	39356	MS	Jasper	Rose Hill
21038	39358	MS	Kemper	Scooba
21039	39359	MS	Scott	Sebastopol
21040	39360	MS	Clarke	Shubuta
21041	39361	MS	Noxubee	Shuqualak
21042	39362	MS	Greene	State Line
21043	39363	MS	Clarke	Stonewall
21044	39364	MS	Lauderdale	Toomsuba
21045	39365	MS	Neshoba	Union
21046	39366	MS	Jasper	Vossburg
21047	39367	MS	Wayne	Waynesboro
21048	39401	MS	Forrest	Hattiesburg
21049	39402	MS	Forrest	Hattiesburg
21050	39403	MS	Forrest	Hattiesburg
21051	39404	MS	Forrest	Hattiesburg
21052	39406	MS	Forrest	Hattiesburg
21053	39407	MS	Forrest	Hattiesburg
21054	39421	MS	Jefferson Davis	Bassfield
21055	39422	MS	Jasper	Bay Springs
21056	39423	MS	Perry	Beaumont
21057	39425	MS	Forrest	Brooklyn
21058	39426	MS	Pearl River	Carriere
21059	39427	MS	Jefferson Davis	Carson
21060	39428	MS	Covington	Collins
21061	39429	MS	Marion	Columbia
21062	39436	MS	Jones	Eastabuchie
21063	39437	MS	Jones	Ellisville
21064	39439	MS	Jasper	Heidelberg
21065	39440	MS	Jones	Laurel
21066	39441	MS	Jones	Laurel
21067	39442	MS	Jones	Laurel
21068	39443	MS	Jones	Laurel
21069	39451	MS	Greene	Leakesville
21070	39452	MS	George	Lucedale
21071	39455	MS	Lamar	Lumberton
21072	39456	MS	Greene	McLain
21073	39457	MS	Pearl River	McNeill
21074	39459	MS	Jones	Moselle
21075	39460	MS	Jasper	Moss
21076	39461	MS	Greene	Neely
21077	39462	MS	Perry	New Augusta
21078	39463	MS	Pearl River	Nicholson
21079	39464	MS	Jones	Ovett
21080	39465	MS	Forrest	Petal
21081	39466	MS	Pearl River	Picayune
21082	39470	MS	Pearl River	Poplarville
21083	39474	MS	Jefferson Davis	Prentiss
21084	39475	MS	Lamar	Purvis
21085	39476	MS	Perry	Richton
21086	39477	MS	Jones	Sandersville
21087	39478	MS	Marion	Sandy Hook
21088	39479	MS	Covington	Seminary
21089	39480	MS	Jones	Soso
21090	39481	MS	Jasper	Stringer
21091	39482	MS	Lamar	Sumrall
21092	39483	MS	Marion	Foxworth
21093	39501	MS	Harrison	Gulfport
21094	39502	MS	Harrison	Gulfport
21095	39503	MS	Harrison	Gulfport
21096	39505	MS	Harrison	Gulfport
21097	39506	MS	Harrison	Gulfport
21098	39507	MS	Harrison	Gulfport
21099	39520	MS	Hancock	Bay Saint Louis
21100	39521	MS	Hancock	Bay Saint Louis
21101	39522	MS	Hancock	Stennis Space Center
21102	39525	MS	Hancock	Diamondhead
21103	39529	MS	Hancock	Stennis Space Center
21104	39530	MS	Harrison	Biloxi
21105	39531	MS	Harrison	Biloxi
21106	39532	MS	Harrison	Biloxi
21107	39533	MS	Harrison	Biloxi
21108	39534	MS	Harrison	Biloxi
21109	39535	MS	Harrison	Biloxi
21110	39540	MS	Harrison	Diberville
21111	39552	MS	Jackson	Escatawpa
21112	39553	MS	Jackson	Gautier
21113	39555	MS	Jackson	Hurley
21114	39556	MS	Hancock	Kiln
21115	39558	MS	Hancock	Lakeshore
21116	39560	MS	Harrison	Long Beach
21117	39561	MS	Stone	McHenry
21118	39562	MS	Jackson	Moss Point
21119	39563	MS	Jackson	Moss Point
21120	39564	MS	Jackson	Ocean Springs
21121	39565	MS	Jackson	Vancleave
21122	39566	MS	Jackson	Ocean Springs
21123	39567	MS	Jackson	Pascagoula
21124	39568	MS	Jackson	Pascagoula
21125	39569	MS	Jackson	Pascagoula
21126	39571	MS	Harrison	Pass Christian
21127	39572	MS	Hancock	Pearlington
21128	39573	MS	Stone	Perkinston
21129	39574	MS	Harrison	Saucier
21130	39576	MS	Hancock	Waveland
21131	39577	MS	Stone	Wiggins
21132	39581	MS	Jackson	Pascagoula
21133	39595	MS	Jackson	Pascagoula
21134	39601	MS	Lincoln	Brookhaven
21135	39602	MS	Lincoln	Brookhaven
21136	39603	MS	Lincoln	Brookhaven
21137	39629	MS	Lincoln	Bogue Chitto
21138	39630	MS	Franklin	Bude
21139	39631	MS	Wilkinson	Centreville
21140	39632	MS	Pike	Chatawa
21141	39633	MS	Amite	Crosby
21142	39635	MS	Pike	Fernwood
21143	39638	MS	Amite	Gloster
21144	39641	MS	Lawrence	Jayess
21145	39643	MS	Marion	Kokomo
21146	39645	MS	Amite	Liberty
21147	39647	MS	Franklin	McCall Creek
21148	39648	MS	Pike	McComb
21149	39649	MS	Pike	McComb
21150	39652	MS	Pike	Magnolia
21151	39653	MS	Franklin	Meadville
21152	39654	MS	Lawrence	Monticello
21153	39656	MS	Lawrence	Oak Vale
21154	39657	MS	Pike	Osyka
21155	39661	MS	Franklin	Roxie
21156	39662	MS	Lincoln	Ruth
21157	39663	MS	Lawrence	Silver Creek
21158	39664	MS	Amite	Smithdale
21159	39665	MS	Lawrence	Sontag
21160	39666	MS	Pike	Summit
21161	39667	MS	Walthall	Tylertown
21162	39668	MS	Jefferson	Union Church
21163	39669	MS	Wilkinson	Woodville
21164	39701	MS	Lowndes	Columbus
21165	39702	MS	Lowndes	Columbus
21166	39703	MS	Lowndes	Columbus
21167	39704	MS	Lowndes	Columbus
21168	39705	MS	Lowndes	Columbus
21169	39710	MS	Lowndes	Columbus
21170	39730	MS	Monroe	Aberdeen
21171	39735	MS	Choctaw	Ackerman
21172	39736	MS	Lowndes	Artesia
21173	39737	MS	Webster	Bellefontaine
21174	39739	MS	Noxubee	Brooksville
21175	39740	MS	Monroe	Caledonia
21176	39741	MS	Clay	Cedarbluff
21177	39743	MS	Lowndes	Crawford
21178	39744	MS	Webster	Eupora
21179	39745	MS	Choctaw	French Camp
21180	39746	MS	Monroe	Hamilton
21181	39747	MS	Montgomery	Kilmichael
21182	39750	MS	Webster	Maben
21183	39751	MS	Webster	Mantee
21184	39752	MS	Webster	Mathiston
21185	39753	MS	Lowndes	Mayhew
21186	39754	MS	Clay	Montpelier
21187	39755	MS	Clay	Pheba
21188	39756	MS	Monroe	Prairie
21189	39759	MS	Oktibbeha	Starkville
21190	39760	MS	Oktibbeha	Starkville
21191	39762	MS	Oktibbeha	Mississippi State
21192	39766	MS	Lowndes	Steens
21193	39767	MS	Montgomery	Stewart
21194	39769	MS	Oktibbeha	Sturgis
21195	39771	MS	Webster	Walthall
21196	39772	MS	Choctaw	Weir
21197	39773	MS	Clay	West Point
21198	39776	MS	Chickasaw	Woodland
21199	59001	MT	Stillwater	Absarokee
21200	59002	MT	Yellowstone	Acton
21201	59003	MT	Rosebud	Ashland
21202	59004	MT	Rosebud	Ashland
21203	59006	MT	Yellowstone	Ballantine
21204	59007	MT	Carbon	Bearcreek
21205	59008	MT	Carbon	Belfry
21206	59010	MT	Treasure	Bighorn
21207	59011	MT	Sweet Grass	Big Timber
21208	59012	MT	Rosebud	Birney
21209	59013	MT	Carbon	Boyd
21210	59014	MT	Carbon	Bridger
21211	59015	MT	Yellowstone	Broadview
21212	59016	MT	Big Horn	Busby
21213	59018	MT	Park	Clyde Park
21214	59019	MT	Stillwater	Columbus
21215	59020	MT	Park	Cooke City
21216	59022	MT	Big Horn	Crow Agency
21217	59024	MT	Yellowstone	Custer
21218	59025	MT	Big Horn	Decker
21219	59026	MT	Carbon	Edgar
21220	59027	MT	Park	Emigrant
21221	59028	MT	Stillwater	Fishtail
21222	59029	MT	Carbon	Fromberg
21223	59030	MT	Park	Gardiner
21224	59031	MT	Big Horn	Garryowen
21225	59032	MT	Fergus	Grass Range
21226	59033	MT	Sweet Grass	Greycliff
21227	59034	MT	Big Horn	Hardin
21228	59035	MT	Big Horn	Yellowtail
21229	59036	MT	Wheatland	Harlowton
21230	59037	MT	Yellowstone	Huntley
21231	59038	MT	Treasure	Hysham
21232	59039	MT	Rosebud	Ingomar
21233	59041	MT	Carbon	Joliet
21234	59043	MT	Rosebud	Lame Deer
21235	59044	MT	Yellowstone	Laurel
21236	59046	MT	Golden Valley	Lavina
21237	59047	MT	Park	Livingston
21238	59050	MT	Big Horn	Lodge Grass
21239	59052	MT	Sweet Grass	McLeod
21240	59053	MT	Meagher	Martinsdale
21241	59054	MT	Musselshell	Melstone
21242	59055	MT	Sweet Grass	Melville
21243	59057	MT	Yellowstone	Molt
21244	59058	MT	Garfield	Mosby
21245	59059	MT	Musselshell	Musselshell
21246	59061	MT	Stillwater	Nye
21247	59062	MT	Powder River	Otter
21248	59063	MT	Stillwater	Park City
21249	59064	MT	Yellowstone	Pompeys Pillar
21250	59065	MT	Park	Pray
21251	59066	MT	Big Horn	Pryor
21252	59067	MT	Stillwater	Rapelje
21253	59068	MT	Carbon	Red Lodge
21254	59069	MT	Stillwater	Reed Point
21255	59070	MT	Carbon	Roberts
21256	59071	MT	Carbon	Roscoe
21257	59072	MT	Musselshell	Roundup
21258	59073	MT	Musselshell	Roundup
21259	59074	MT	Golden Valley	Ryegate
21260	59075	MT	Big Horn	Saint Xavier
21261	59076	MT	Treasure	Sanders
21262	59077	MT	Garfield	Sand Springs
21263	59078	MT	Wheatland	Shawmut
21264	59079	MT	Yellowstone	Shepherd
21265	59081	MT	Park	Silver Gate
21266	59082	MT	Park	Springdale
21267	59083	MT	Rosebud	Sumatra
21268	59084	MT	Petroleum	Teigen
21269	59085	MT	Wheatland	Two Dot
